Name,Phone,Email,Location,Subjects,Grade_Level,Tutoring_Approach,Rates_Per_Hour,Mode_of_Tutoring,Experience_Years,Education
Aditya Rani,7618476631,aditya.rani@gmail.com,Balasore,Hindi,Class 6-10 CHSE,Interactive and student-centered,316,In-person,17,B.Sc
Devika Padhy,9710223420,devika.padhy@gmail.com,Balangir,Political Science,Class 11-12 CBSE,Interactive and student-centered,663,In-person,14,M.Sc
Manish Panda,7191170037,manish.panda@gmail.com,Dhenkanal,Dance,Class 11-12 all,Interactive and student-centered,873,Both,5,PhD
Daksha Bhatt,9529575844,daksha.bhatt@gmail.com,Jagatsinghpur,Computer Science,Class 11-12 all,Interactive and student-centered,842,Both,3,PhD
Chintan Barik,9159587646,chintan.barik@gmail.com,Kendrapara,Psychology,Class 6-10 CHSE & CBSE,Interactive and student-centered,734,In-person,4,M.A
Rani Kumar,8103321270,rani.kumar@gmail.com,Bargarh,Computer Science,Class 1-5 CHSE,Interactive and student-centered,506,Both,10,B.Sc
Mahesh Rath,8843873376,mahesh.rath@gmail.com,Kandhamal,Environmental Studies,Class 11-12 CBSE,Interactive and student-centered,356,In-person,2,M.Sc
Gaurav Mallick,8475960649,gaurav.mallick@gmail.com,Nabarangpur,English,Only 9th-10th CHSE & CBSE,Interactive and student-centered,334,Online,14,B.Ed
Vishal Pradhan,9101248164,vishal.pradhan@gmail.com,Balasore,Geography,Class 1-5 CHSE,Interactive and student-centered,896,Online,7,PhD
Saket Patnaik,9551386945,saket.patnaik@gmail.com,Nabarangpur,History,Class 11-12 ICSE,Interactive and student-centered,792,In-person,7,B.Sc
Saurav Kumar,7120661991,saurav.kumar@gmail.com,Jharsuguda,Political Science,Class 11-12 CBSE,Interactive and student-centered,390,Both,16,M.A
Jayesh Ghosh,7978648062,jayesh.ghosh@gmail.com,Dhenkanal,Physical Education,Class 1-5 CHSE,Interactive and student-centered,338,Online,6,B.Sc
Dhruv Dhar,7339252765,dhruv.dhar@gmail.com,Kandhamal,Informatics Practices,Class 11-12 CHSE & CBSE,Interactive and student-centered,347,Both,1,B.Sc
Shraddha Kumar,9334623797,shraddha.kumar@gmail.com,Nuapada,Informatics Practices,Class 1-5 CHSE,Interactive and student-centered,557,Online,11,B.Ed
Mithun Mahapatra,7618979536,mithun.mahapatra@gmail.com,Keonjhar,Geography,Class 11-12 CBSE,Interactive and student-centered,584,Online,9,PhD
Saurabh Biswas,9457298085,saurabh.biswas@gmail.com,Khurda,Business Studies,Class 1-5 CHSE & CBSE,Interactive and student-centered,630,In-person,11,B.Sc
Anurag Maharana,7471026201,anurag.maharana@gmail.com,Keonjhar,Biology,Class 6-10 CHSE & CBSE,Interactive and student-centered,634,In-person,17,M.A
Riya Rani,9938886574,riya.rani@gmail.com,Bhadrak,Music,Only 9th-10th ICSE,Interactive and student-centered,498,In-person,13,PhD
Nikita Mahapatra,7163982867,nikita.mahapatra@gmail.com,Deogarh,Physical Education,Class 6-10 all,Interactive and student-centered,462,Both,8,M.Sc
Rishabh Khatua,8596045865,rishabh.khatua@gmail.com,Jagatsinghpur,Chemistry,Class 6-10 all,Interactive and student-centered,876,In-person,5,M.A
Pallavi Sahu,9555145192,pallavi.sahu@gmail.com,Malkangiri,Chemistry,Class 6-10 CHSE,Interactive and student-centered,704,In-person,13,B.Ed
Pallavi Bhowmick,7785102000,pallavi.bhowmick@gmail.com,Kalahandi,General Science,Class 6-10 CHSE & CBSE,Interactive and student-centered,310,In-person,1,PhD
Suman Mishra,9745748144,suman.mishra@gmail.com,Sambalpur,Business Studies,Class 6-10 ICSE,Interactive and student-centered,539,Both,1,B.Ed
Punit Kumar,7698034496,punit.kumar@gmail.com,Khurda,Informatics Practices,Class 11-12 all,Interactive and student-centered,537,Both,2,B.Sc
Kritika Choudhury,8981702301,kritika.choudhury@gmail.com,Balasore,Biology,Only 9th-10th CHSE,Interactive and student-centered,351,Both,13,M.Sc
Darshan Mallick,8244954103,darshan.mallick@gmail.com,Gajapati,Biology,Class 6-10 all,Interactive and student-centered,375,In-person,8,B.Ed
Saket Das,8683412246,saket.das@gmail.com,Sambalpur,Psychology,Class 1-5 CHSE & CBSE,Interactive and student-centered,718,Online,8,M.A
Rahul Mohapatra,9585909121,rahul.mohapatra@gmail.com,Dhenkanal,Music,Class 11-12 CHSE,Interactive and student-centered,860,Both,15,B.Sc
Kalyani Mallick,9535095998,kalyani.mallick@gmail.com,Deogarh,Computer Science,Class 6-10 CHSE,Interactive and student-centered,415,In-person,17,M.A
Shilpa Rath,7147389128,shilpa.rath@gmail.com,Nayagarh,Mathematics,Class 11-12 all,Interactive and student-centered,568,Both,15,M.Sc
Vinod Nayak,8611127365,vinod.nayak@gmail.com,Nayagarh,Sociology,Class 6-10 ICSE,Interactive and student-centered,688,In-person,10,B.Ed
Sneha Pradhan,9426776394,sneha.pradhan@gmail.com,Balangir,Political Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,329,Both,4,M.A
Neha Basu,8775602171,neha.basu@gmail.com,Khurda,General Science,Class 11-12 CBSE,Interactive and student-centered,699,In-person,10,B.Sc
Punit Bhatia,9324657261,punit.bhatia@gmail.com,Kalahandi,Business Studies,Class 11-12 CHSE,Interactive and student-centered,918,In-person,5,B.Sc
Nidhi Sahu,7108875554,nidhi.sahu@gmail.com,Bhadrak,Physics,Class 1-5 CHSE,Interactive and student-centered,316,In-person,2,PhD
Shailesh Mallick,7109939383,shailesh.mallick@gmail.com,Keonjhar,Political Science,Class 11-12 CHSE & CBSE,Interactive and student-centered,728,Both,4,B.Ed
Ananya Patra,8914812007,ananya.patra@gmail.com,Ganjam,Music,Only 9th-10th all,Interactive and student-centered,945,Online,11,B.Ed
Manju Mali,7559611672,manju.mali@gmail.com,Bargarh,Statistics,Class 11-12 all,Interactive and student-centered,931,Both,11,M.A
Aashish Sahani,9293856606,aashish.sahani@gmail.com,Nabarangpur,Economics,Only 9th-10th CHSE & CBSE,Interactive and student-centered,524,Both,3,PhD
Rakesh Mohapatra,8521087653,rakesh.mohapatra@gmail.com,Sundargarh,Informatics Practices,Class 11-12 ICSE,Interactive and student-centered,993,In-person,4,PhD
Neha Sahu,9414126368,neha.sahu@gmail.com,Jagatsinghpur,Moral Science,Class 6-10 all,Interactive and student-centered,693,Both,10,M.Sc
Anurag Das,8297504321,anurag.das@gmail.com,Kendrapara,Chemistry,Class 1-5 CHSE,Interactive and student-centered,655,In-person,12,M.Sc
Laxman Swain,9667135381,laxman.swain@gmail.com,Sambalpur,Statistics,Class 1-5 ICSE,Interactive and student-centered,604,Both,5,M.Sc
Zara Routray,9954589017,zara.routray@gmail.com,Deogarh,Psychology,Class 1-5 CHSE & CBSE,Interactive and student-centered,524,Both,18,B.Ed
Ravi Baran,7869713735,ravi.baran@gmail.com,Angul,Chemistry,Only 9th-10th CBSE,Interactive and student-centered,605,Online,3,M.Sc
Sakshi Kumar,7447258419,sakshi.kumar@gmail.com,Bolangir,Accountancy,Class 11-12 CHSE & CBSE,Interactive and student-centered,346,In-person,11,B.Sc
Surendra Bhanja,7500658300,surendra.bhanja@gmail.com,Rayagada,Political Science,Class 6-10 CHSE,Interactive and student-centered,360,Online,17,M.Sc
Simi Thakur,7385393509,simi.thakur@gmail.com,Ganjam,Physical Education,Only 9th-10th CBSE,Interactive and student-centered,500,Online,5,B.Sc
Palak Nayak,8232734271,palak.nayak@gmail.com,Cuttack,Art and Craft,Class 11-12 all,Interactive and student-centered,845,Both,2,M.Sc
Yash Rai,8524088149,yash.rai@gmail.com,Gajapati,Geography,Class 6-10 CHSE & CBSE,Interactive and student-centered,389,Online,20,M.Sc
Ramesh Bana,7590367442,ramesh.bana@gmail.com,Kalahandi,Social Studies,Class 1-5 CHSE & CBSE,Interactive and student-centered,335,Both,9,M.A
Lavi Mahapatra,9686232223,lavi.mahapatra@gmail.com,Jajpur,Physical Education,Class 11-12 CHSE & CBSE,Interactive and student-centered,922,Both,15,PhD
Ojas Mali,8507687903,ojas.mali@gmail.com,Bhadrak,Chemistry,Class 1-5 all,Interactive and student-centered,420,In-person,14,B.Sc
Suresh Dhal,9296213727,suresh.dhal@gmail.com,Kalahandi,Accountancy,Only 9th-10th CHSE,Interactive and student-centered,379,Online,7,B.Sc
Ayush Bhoi,7212561124,ayush.bhoi@gmail.com,Gajapati,General Science,Class 6-10 ICSE,Interactive and student-centered,720,Online,15,M.A
Savita Das,9228843062,savita.das@gmail.com,Jajpur,Physics,Only 9th-10th CHSE,Interactive and student-centered,471,In-person,4,PhD
Rani Kumar,9694219010,rani.kumar@gmail.com,Puri,Music,Only 9th-10th CHSE & CBSE,Interactive and student-centered,994,In-person,14,PhD
Shubham Maji,9767037505,shubham.maji@gmail.com,Puri,Mathematics,Class 11-12 CHSE & CBSE,Interactive and student-centered,360,Online,3,M.A
Saroj Dharam,9514369042,saroj.dharam@gmail.com,Keonjhar,English,Class 11-12 CHSE & CBSE,Interactive and student-centered,483,Online,14,M.Sc
Indu Nath,7916350954,indu.nath@gmail.com,Bargarh,Physics,Class 11-12 CHSE,Interactive and student-centered,448,Online,8,B.Sc
Alisha Ray,9160191090,alisha.ray@gmail.com,Angul,Economics,Class 1-5 CHSE,Interactive and student-centered,974,Online,15,M.Sc
Daksh Nayak,7687229487,daksh.nayak@gmail.com,Kendrapara,Political Science,Only 9th-10th ICSE,Interactive and student-centered,649,Both,20,M.A
Surendra Rout,7886105769,surendra.rout@gmail.com,Bhadrak,Social Studies,Class 1-5 CBSE,Interactive and student-centered,926,In-person,19,PhD
Keshav Dash,8341893845,keshav.dash@gmail.com,Ganjam,Mathematics,Only 9th-10th ICSE,Interactive and student-centered,522,Online,19,B.Sc
Parthasarathi Swain,7812893154,parthasarathi.swain@gmail.com,Malkangiri,Political Science,Class 1-5 all,Interactive and student-centered,417,Both,19,M.A
Santhosh Dharma,7736394066,santhosh.dharma@gmail.com,Sundargarh,Social Studies,Class 1-5 CHSE & CBSE,Interactive and student-centered,319,In-person,13,M.A
Seema Ghosh,7860980408,seema.ghosh@gmail.com,Deogarh,Informatics Practices,Class 1-5 CHSE,Interactive and student-centered,664,In-person,20,B.Ed
Renu Samantray,9903811743,renu.samantray@gmail.com,Keonjhar,Hindi,Class 11-12 CHSE,Interactive and student-centered,804,Online,10,B.Ed
Akhila Nanda,9243884848,akhila.nanda@gmail.com,Balangir,Accountancy,Class 6-10 ICSE,Interactive and student-centered,506,Both,7,M.A
Isha Maji,8102178272,isha.maji@gmail.com,Nuapada,Psychology,Class 6-10 ICSE,Interactive and student-centered,547,Both,20,B.Sc
Kaveri Samantray,7175552509,kaveri.samantray@gmail.com,Keonjhar,History,Class 11-12 CHSE,Interactive and student-centered,593,In-person,12,B.Ed
Nandini Dhal,8190485405,nandini.dhal@gmail.com,Jagatsinghpur,Business Studies,Class 11-12 CBSE,Interactive and student-centered,989,Online,7,B.Sc
Chintan Das,8549414096,chintan.das@gmail.com,Kendrapara,Music,Class 6-10 CHSE & CBSE,Interactive and student-centered,370,In-person,19,M.A
Priyank Sahu,7220961058,priyank.sahu@gmail.com,Rayagada,Physics,Only 9th-10th all,Interactive and student-centered,471,Online,9,M.A
Subhash Kandula,7922141456,subhash.kandula@gmail.com,Bhadrak,Dance,Only 9th-10th CBSE,Interactive and student-centered,495,Online,8,M.Sc
Juhi Mahajan,7435819867,juhi.mahajan@gmail.com,Balasore,Computer Science,Only 9th-10th CHSE,Interactive and student-centered,490,Online,6,B.Ed
Neeraj Sahoo,7914653867,neeraj.sahoo@gmail.com,Khurda,Music,Only 9th-10th ICSE,Interactive and student-centered,346,Both,20,B.Sc
Rajni Pattanaik,7253871690,rajni.pattanaik@gmail.com,Puri,Accountancy,Class 1-5 all,Interactive and student-centered,414,In-person,6,B.Sc
Bhavya Samantray,8947639093,bhavya.samantray@gmail.com,Puri,Computer Science,Class 1-5 ICSE,Interactive and student-centered,540,Both,10,M.Sc
Rajesh Bana,7324628384,rajesh.bana@gmail.com,Jajpur,Chemistry,Class 11-12 CBSE,Interactive and student-centered,635,In-person,3,PhD
Manju Mallick,8151522981,manju.mallick@gmail.com,Kalahandi,Music,Class 11-12 CHSE & CBSE,Interactive and student-centered,327,Online,10,PhD
Karishma Bardhan,7313523535,karishma.bardhan@gmail.com,Angul,Business Studies,Class 11-12 CHSE,Interactive and student-centered,511,In-person,19,M.Sc
Rahul Kumar,9627283757,rahul.kumar@gmail.com,Deogarh,Chemistry,Class 6-10 CHSE & CBSE,Interactive and student-centered,506,Online,11,PhD
Ajay Mohanty,9605315783,ajay.mohanty@gmail.com,Kalahandi,Music,Only 9th-10th all,Interactive and student-centered,355,Both,1,B.Ed
Aarav Barik,7289660530,aarav.barik@gmail.com,Bhadrak,Art and Craft,Class 1-5 all,Interactive and student-centered,751,Online,3,M.A
Pankaj Nayak,8765806649,pankaj.nayak@gmail.com,Cuttack,Mathematics,Class 6-10 all,Interactive and student-centered,534,In-person,18,B.Sc
Gunjan Das,7611876023,gunjan.das@gmail.com,Nuapada,Accountancy,Class 6-10 all,Interactive and student-centered,670,In-person,7,PhD
Chirag Mallick,9304384508,chirag.mallick@gmail.com,Nayagarh,Environmental Studies,Class 6-10 all,Interactive and student-centered,882,Online,16,M.A
Punit Patra,9921198323,punit.patra@gmail.com,Jharsuguda,Business Studies,Only 9th-10th CHSE,Interactive and student-centered,317,Both,19,B.Ed
Anvi Sahu,9278180805,anvi.sahu@gmail.com,Kendrapara,Business Studies,Only 9th-10th ICSE,Interactive and student-centered,940,Online,7,PhD
Surbhi Sarma,7423574710,surbhi.sarma@gmail.com,Khurda,Moral Science,Class 1-5 ICSE,Interactive and student-centered,426,Online,19,M.Sc
Dhara Rai,7386978724,dhara.rai@gmail.com,Bolangir,Environmental Studies,Class 1-5 ICSE,Interactive and student-centered,634,Online,16,B.Ed
Charu Kumar,9492767616,charu.kumar@gmail.com,Bargarh,Biology,Class 6-10 all,Interactive and student-centered,843,In-person,4,B.Ed
Raghavendra Mohanty,8692762863,raghavendra.mohanty@gmail.com,Dhenkanal,Art and Craft,Class 11-12 CHSE,Interactive and student-centered,942,In-person,5,M.A
Sapna Das,7320685883,sapna.das@gmail.com,Sundargarh,Sociology,Class 1-5 CHSE & CBSE,Interactive and student-centered,811,In-person,15,PhD
Anushka Rath,8283692961,anushka.rath@gmail.com,Malkangiri,Mathematics,Only 9th-10th all,Interactive and student-centered,922,Both,2,PhD
Namita Mishra,7362592540,namita.mishra@gmail.com,Dhenkanal,Political Science,Class 1-5 CBSE,Interactive and student-centered,738,Both,13,M.A
Arnav Nayak,7347464796,arnav.nayak@gmail.com,Khurda,Dance,Class 1-5 all,Interactive and student-centered,452,Both,14,B.Ed
Shyam Dhar,7648406601,shyam.dhar@gmail.com,Ganjam,Hindi,Class 1-5 CHSE,Interactive and student-centered,810,Online,20,B.Ed
Sneha Patel,7428512675,sneha.patel@gmail.com,Bolangir,Music,Class 11-12 CHSE & CBSE,Interactive and student-centered,612,In-person,17,M.Sc
Padma Thakur,7987107747,padma.thakur@gmail.com,Cuttack,Geography,Only 9th-10th all,Interactive and student-centered,968,Online,8,PhD
Sandeep Kandula,7561377825,sandeep.kandula@gmail.com,Puri,Dance,Class 1-5 CBSE,Interactive and student-centered,727,Online,9,M.A
Tania Panda,8712148141,tania.panda@gmail.com,Jagatsinghpur,Computer Science,Only 9th-10th ICSE,Interactive and student-centered,807,Both,6,M.A
Shreya Ghosh,9391084289,shreya.ghosh@gmail.com,Dhenkanal,Computer Science,Class 1-5 CHSE,Interactive and student-centered,456,Online,10,B.Sc
Avinash Mishra,7396754439,avinash.mishra@gmail.com,Nuapada,Biology,Class 11-12 all,Interactive and student-centered,424,Online,19,M.A
Anirudh Khuntia,7518549703,anirudh.khuntia@gmail.com,Puri,Economics,Class 1-5 ICSE,Interactive and student-centered,429,Both,8,M.A
Divya Mishra,8852232669,divya.mishra@gmail.com,Bolangir,Biology,Class 11-12 ICSE,Interactive and student-centered,789,Online,6,PhD
Uma Srinivas,8594778436,uma.srinivas@gmail.com,Jagatsinghpur,Business Studies,Class 11-12 CBSE,Interactive and student-centered,920,Both,13,M.A
Mansi Senapati,7189272948,mansi.senapati@gmail.com,Kendrapara,Environmental Studies,Class 11-12 CHSE,Interactive and student-centered,370,Both,8,M.Sc
Snehal Dash,8792735712,snehal.dash@gmail.com,Keonjhar,Art and Craft,Class 1-5 CHSE,Interactive and student-centered,958,Both,10,M.Sc
Pallav Rout,8806258791,pallav.rout@gmail.com,Nabarangpur,Biology,Class 1-5 CHSE,Interactive and student-centered,784,Online,6,PhD
Soni Kumar,7944042298,soni.kumar@gmail.com,Nabarangpur,Psychology,Class 11-12 CHSE,Interactive and student-centered,862,In-person,17,PhD
Rahul Bharati,7452967747,rahul.bharati@gmail.com,Nabarangpur,Informatics Practices,Only 9th-10th CBSE,Interactive and student-centered,726,Online,14,M.Sc
Hemant Jadhav,8827921463,hemant.jadhav@gmail.com,Kandhamal,Chemistry,Class 11-12 ICSE,Interactive and student-centered,462,In-person,6,PhD
Meghna Kumar,8991089617,meghna.kumar@gmail.com,Nuapada,Political Science,Class 11-12 CHSE,Interactive and student-centered,810,In-person,3,M.Sc
Mohini Mallick,7442028995,mohini.mallick@gmail.com,Puri,Physics,Class 1-5 ICSE,Interactive and student-centered,546,In-person,12,PhD
Tanvi Das,9906404102,tanvi.das@gmail.com,Angul,Hindi,Class 6-10 CBSE,Interactive and student-centered,421,In-person,2,M.A
Aakanksha Jadhav,8188368694,aakanksha.jadhav@gmail.com,Jajpur,Sociology,Class 11-12 CBSE,Interactive and student-centered,330,In-person,8,B.Ed
Zara Kumar,8824405754,zara.kumar@gmail.com,Rayagada,Social Studies,Class 1-5 CBSE,Interactive and student-centered,520,Online,17,PhD
Shraddha Maheshwari,9719268996,shraddha.maheshwari@gmail.com,Kalahandi,Informatics Practices,Only 9th-10th CHSE,Interactive and student-centered,377,Online,16,PhD
Rahul Jena,9811709605,rahul.jena@gmail.com,Cuttack,Moral Science,Class 6-10 ICSE,Interactive and student-centered,504,Both,12,B.Sc
Chirag Prasanna,8742451215,chirag.prasanna@gmail.com,Nayagarh,Physics,Class 6-10 all,Interactive and student-centered,761,In-person,9,PhD
Pallavi Khatua,9925781621,pallavi.khatua@gmail.com,Jagatsinghpur,Biology,Class 1-5 CHSE,Interactive and student-centered,380,Both,3,PhD
Chintan Bhatt,7457674147,chintan.bhatt@gmail.com,Kendrapara,History,Only 9th-10th all,Interactive and student-centered,687,Both,6,M.Sc
Santhosh Swain,8150635170,santhosh.swain@gmail.com,Nabarangpur,Music,Class 6-10 CHSE & CBSE,Interactive and student-centered,897,In-person,8,PhD
Suman Nath,7540426491,suman.nath@gmail.com,Dhenkanal,Moral Science,Class 11-12 CBSE,Interactive and student-centered,593,Both,13,M.Sc
Aisha Brahma,7272352722,aisha.brahma@gmail.com,Nayagarh,Social Studies,Class 11-12 all,Interactive and student-centered,719,Online,7,B.Ed
Keshav Nanda,8397062593,keshav.nanda@gmail.com,Keonjhar,Physical Education,Class 11-12 all,Interactive and student-centered,313,Both,16,B.Ed
Uday Biswas,7239563715,uday.biswas@gmail.com,Bhadrak,Art and Craft,Only 9th-10th all,Interactive and student-centered,997,Online,9,B.Ed
Rajesh Dhal,9406122305,rajesh.dhal@gmail.com,Rayagada,Sociology,Class 1-5 CHSE,Interactive and student-centered,706,In-person,3,B.Ed
Sarita Sen,9154969679,sarita.sen@gmail.com,Bhadrak,Economics,Class 11-12 CBSE,Interactive and student-centered,491,Online,5,B.Sc
Swati Thakur,7231635005,swati.thakur@gmail.com,Jharsuguda,Music,Class 11-12 all,Interactive and student-centered,853,Online,6,M.Sc
Rajat Samal,8598327038,rajat.samal@gmail.com,Malkangiri,Chemistry,Class 11-12 ICSE,Interactive and student-centered,864,In-person,9,B.Ed
Tarun Mishra,9802148425,tarun.mishra@gmail.com,Ganjam,Informatics Practices,Class 1-5 ICSE,Interactive and student-centered,780,Both,20,PhD
Aashish Bhowmick,7421432825,aashish.bhowmick@gmail.com,Ganjam,Economics,Class 6-10 CHSE,Interactive and student-centered,907,In-person,10,M.A
Iksha Sethi,7740132447,iksha.sethi@gmail.com,Balasore,Art and Craft,Class 1-5 CBSE,Interactive and student-centered,582,Both,16,M.A
Snehal Mishra,7611610905,snehal.mishra@gmail.com,Balasore,Biology,Only 9th-10th CHSE & CBSE,Interactive and student-centered,967,Both,4,PhD
Tanvi Mohapatra,9341927282,tanvi.mohapatra@gmail.com,Keonjhar,Moral Science,Class 11-12 ICSE,Interactive and student-centered,562,Online,5,M.Sc
Soumya Mallick,7568290328,soumya.mallick@gmail.com,Bhadrak,Statistics,Class 1-5 CHSE,Interactive and student-centered,455,In-person,20,PhD
Madhav Sahu,8480848022,madhav.sahu@gmail.com,Angul,Computer Science,Only 9th-10th all,Interactive and student-centered,892,In-person,5,PhD
